date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:30:42	38590/38590	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-96be%22	https://sameday.guru/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://sameday.guru/)
19:30:43	4307/4307	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-10d3%22	https://sameday.guru/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-includes/js/dist/hooks.min2757.js	(from https://sameday.guru/)
19:30:43	9141/9141	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-23b5%22	https://sameday.guru/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-includes/js/dist/i18n.minc33c.js	(from https://sameday.guru/)
19:30:43	25066/25066	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-61ea%22	https://sameday.guru/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.19.2	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/elementor-pro/assets/js/frontend.min34a7.js	(from https://sameday.guru/)
19:30:44	38254/38254	---M-Z	200	added ('OK')	application/javascript	etag:W/%226648a12c-956e%22	https://sameday.guru/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.19.2	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min34a7.js	(from https://sameday.guru/)
19:30:45	773/773	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226648a12c-305%22	https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/images/loading.svg	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/bdthemes-element-pack/assets/images/loading.svg	(from https://sameday.guru/wp-content/plugins/bdthemes-element-pack/assets/css/ep-helper.css?ver=7.11.2)
19:30:46	31091/31091	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226648a12c-7973%22	https://sameday.guru/wp-content/uploads/dot-seamless-pattern.svg	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/uploads/dot-seamless-pattern.svg	(from https://sameday.guru/wp-content/uploads/elementor/css/post-43.css?ver=1716034638)
19:30:46	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2031%20May%202024%2018:30:47%20GMT	https://sameday.guru/wp-content/img/select-arrow.svg	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/img/select-arrow.svg	(from https://sameday.guru/wp-content/uploads/uicore-global.css?ver=4976)
19:30:46	78748/78748	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226648a12c-1339c%22	https://sameday.guru/wp-content/plugins/uicore-framework/assets/fonts/themify.eot	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/uicore-framework/assets/fonts/themify.eot	(from https://sameday.guru/wp-content/plugins/uicore-framework/assets/fonts/themify-icons.css?ver=1.0.0)
19:30:47	56108/56108	---M--	200	added ('OK')	font/woff	etag:%226648a12c-db2c%22	https://sameday.guru/wp-content/plugins/uicore-framework/assets/fonts/themify.woff	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/uicore-framework/assets/fonts/themify.woff	(from https://sameday.guru/wp-content/plugins/uicore-framework/assets/fonts/themify-icons.css?ver=1.0.0)
19:30:47	78584/78584	---M-Z	200	added ('OK')	font/ttf	etag:W/%226648a12c-132f8%22	https://sameday.guru/wp-content/plugins/uicore-framework/assets/fonts/themify.ttf	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/uicore-framework/assets/fonts/themify.ttf	(from https://sameday.guru/wp-content/plugins/uicore-framework/assets/fonts/themify-icons.css?ver=1.0.0)
19:30:48	234630/234630	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226648a12c-39486%22	https://sameday.guru/wp-content/plugins/uicore-framework/assets/fonts/themify.svg	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/plugins/uicore-framework/assets/fonts/themify.svg	(from https://sameday.guru/wp-content/plugins/uicore-framework/assets/fonts/themify-icons.css?ver=1.0.0)
19:30:49	304502/304502	---M--	200	added ('OK')	image/jpeg	etag:%226648a12c-4a576%22	https://sameday.guru/wp-content/uploads/2.jpg	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/uploads/2.jpg	(from https://sameday.guru/)
19:30:49	9705/9705	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226648a12c-25e9%22	https://sameday.guru/wp-content/uploads/2024/04/Sameday-logo-back.svg	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/uploads/2024/04/Sameday-logo-back.svg	(from https://sameday.guru/)
19:30:49	566407/566407	---M--	200	added ('OK')	image/jpeg	etag:%226648a12c-8a487%22	https://sameday.guru/wp-content/uploads/1.jpg	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/uploads/1.jpg	(from https://sameday.guru/)
19:30:50	1290/1290	---M-Z	200	added ('OK')	text/css	etag:W/%226648a12c-50a%22	https://sameday.guru/wp-content/uploads/elementor/css/post-592.css?ver=1715534856	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/uploads/elementor/css/post-5928e9e.css	(from https://sameday.guru/terms-of-use/)
19:30:50	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2031%20May%202024%2018:30:51%20GMT	https://sameday.guru/wp-json/wp/v2/pages/592	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-json/wp/v2/pages/592	(from https://sameday.guru/terms-of-use/)
19:30:50	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2031%20May%202024%2018:30:51%20GMT	https://sameday.guru/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhttps%3A%2F%2Fsameday.guru%2Fterms-of-use%2F	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-json/oembed/1.0/embed1661	(from https://sameday.guru/terms-of-use/)
19:30:53	177331/177331	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20May%202024%2012:38:04%20GMT	https://sameday.guru/?p=592	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/index568a.html	(from https://sameday.guru/terms-of-use/)
19:30:53	1290/1290	---M-Z	200	added ('OK')	text/css	etag:W/%226648a12c-50a%22	https://sameday.guru/wp-content/uploads/elementor/css/post-621.css?ver=1715534856	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-content/uploads/elementor/css/post-6218e9e.css	(from https://sameday.guru/privacy/)
19:30:54	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2031%20May%202024%2018:30:54%20GMT	https://sameday.guru/wp-json/wp/v2/pages/621	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-json/wp/v2/pages/621	(from https://sameday.guru/privacy/)
19:30:54	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2031%20May%202024%2018:30:55%20GMT	https://sameday.guru/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhttps%3A%2F%2Fsameday.guru%2Fprivacy%2F	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/wp-json/oembed/1.0/embed9289	(from https://sameday.guru/privacy/)
19:30:57	177331/177331	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20May%202024%2012:38:04%20GMT	https://sameday.guru/?p=621	C:/Users/hp/Desktop/work%20jobs/scraped/sameday/indexb022.html	(from https://sameday.guru/privacy/)
